id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,status,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,grantamt,borrower,impagency,url,projectdoc ,majorsector_percent ,sector1,sector2,sector3,sector4,sector5,sector,mjsector1,mjsector2,mjsector3,mjsector4,mjsector5,mjsector,theme1,theme2,theme3,theme4,theme5,theme ,goal,financier,mjtheme1name,mjtheme2name,mjtheme3name,mjtheme4name,mjtheme5name,location
P037418,EUROPE AND CENTRAL ASIA,Italian Republic;Italian Republic,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Power and Industry Project,1959-04-20T00:00:00Z,April,1964-12-31T00:00:00Z,20;000;000,20;000;000,0,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037418,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037469,EUROPE AND CENTRAL ASIA,Kingdom of Norway;Kingdom of Norway,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Tunnsjo - Tunnsjodal Power Project,1959-07-07T00:00:00Z,July,1964-02-29T00:00:00Z,20;000;000,20;000;000,0,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037469,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037419,EUROPE AND CENTRAL ASIA,Italian Republic;Italian Republic,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Nuclear Power Project,1959-09-14T00:00:00Z,September,1964-11-30T00:00:00Z,40;000;000,40;000;000,0,40;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037419,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037356,EUROPE AND CENTRAL ASIA,Republic of Austria;Republic of Austria,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Financing Project,1959-09-24T00:00:00Z,September,1963-12-31T00:00:00Z,9;000;000,9;000;000,0,9;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037356,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037470,EUROPE AND CENTRAL ASIA,Kingdom of Norway;Kingdom of Norway,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Electric Power Development Project,1960-12-01T00:00:00Z,December,1965-06-30T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037470,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P009136,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Electric Power Project,1961-02-23T00:00:00Z,February,1968-01-31T00:00:00Z,30;000;000,30;000;000,0,30;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009136,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037372,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Wood Processing Project,1961-08-08T00:00:00Z,August,1964-12-31T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037372,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037389,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Hot Water Supply Project,1962-02-13T00:00:00Z,February,1965-12-31T00:00:00Z,2;000;000,2;000;000,0,2;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037389,,,(Historic)Water supply and sanitation adjustment!$!100!$!WW,,,,,(Historic)Water supply and sanitation adjustment;(Historic)Water supply and sanitation adjustment,Water; sanitation and flood protection!$!WX,,,,,Water; sanitation and flood protection;Water; sanitation and flood protection,!$!0,,,,,,,,,,,,,
P037357,EUROPE AND CENTRAL ASIA,Republic of Austria;Republic of Austria,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Financing Project,1962-06-14T00:00:00Z,June,1964-12-31T00:00:00Z,5;000;000,5;000;000,0,5;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037357,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P009137,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Electric Power Project,1962-07-11T00:00:00Z,July,1968-12-31T00:00:00Z,30;000;000,30;000;000,0,30;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009137,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037373,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Electric Power Development Project,1962-08-14T00:00:00Z,August,1966-12-31T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037373,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P008879,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Development Bank Project (03),1962-11-23T00:00:00Z,November,1966-06-30T00:00:00Z,5;000;000,0,5;000;000,5;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008879,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P008880,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Cukurova Power Project (01),1963-02-01T00:00:00Z,February,1965-12-31T00:00:00Z,1;700;000,0,1;700;000,1;700;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008880,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P008337,EUROPE AND CENTRAL ASIA,Republic of Cyprus;Republic of Cyprus,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Power Project,1963-04-17T00:00:00Z,April,1967-06-30T00:00:00Z,21;000;000,21;000;000,0,21;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008337,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P008878,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Seyan Irrigation Project,1963-05-31T00:00:00Z,May,1969-12-31T00:00:00Z,20;000;000,0,20;000;000,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008878,,,Irrigation and drainage!$!100!$!AI,,,,,Irrigation and drainage;Irrigation and drainage,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P009138,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Highway Project,1963-06-21T00:00:00Z,June,1966-07-31T00:00:00Z,35;000;000,35;000;000,0,35;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009138,,,(Historic)Highways!$!100!$!TH,,,,,(Historic)Highways;(Historic)Highways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037364,EUROPE AND CENTRAL ASIA,Kingdom of Denmark;Kingdom of Denmark,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Power Project,1963-07-23T00:00:00Z,July,1966-12-31T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037364,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037374,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrialization Fund Project,1963-09-10T00:00:00Z,September,1968-03-31T00:00:00Z,7;000;000,7;000;000,0,7;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037374,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037471,EUROPE AND CENTRAL ASIA,Kingdom of Norway;Kingdom of Norway,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Power Project,1963-10-15T00:00:00Z,October,1968-09-30T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037471,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037483,EUROPE AND CENTRAL ASIA,Kingdom of Spain;Kingdom of Spain,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Highway Improvement Project,1963-10-24T00:00:00Z,October,1968-07-15T00:00:00Z,33;000;000,33;000;000,0,33;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037483,,,(Historic)Highways!$!100!$!TH,,,,,(Historic)Highways;(Historic)Highways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P009139,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Railway Project,1963-10-28T00:00:00Z,October,1967-12-31T00:00:00Z,35;000;000,35;000;000,0,35;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009139,,,Railways!$!100!$!TW,,,,,Railways;Railways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008619,EUROPE AND CENTRAL ASIA,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Hydroelectric do Douro Project,1963-11-06T00:00:00Z,November,1965-03-31T00:00:00Z,7;500;000,7;500;000,0,7;500;000,0,REPUBLIC OF POLAND,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008619,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P008620,EUROPE AND CENTRAL ASIA,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Empresa Termoelectrica Portuguesa Project,1963-11-06T00:00:00Z,November,1967-07-31T00:00:00Z,5;000;000,5;000;000,0,5;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008620,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037376,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Road Construction Project,1964-07-09T00:00:00Z,July,1967-12-31T00:00:00Z,28;500;000,28;500;000,0,28;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037376,,,(Historic)Highways!$!100!$!TH,,,,,(Historic)Highways;(Historic)Highways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008883,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Mersin and Kadincik Hydroelectric Project,1964-07-14T00:00:00Z,July,1971-12-31T00:00:00Z,24;000;000,0,24;000;000,24;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008883,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037484,EUROPE AND CENTRAL ASIA,Kingdom of Spain;Kingdom of Spain,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Railway Project (01),1964-07-30T00:00:00Z,July,1968-12-31T00:00:00Z,65;000;000,65;000;000,0,65;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037484,,,Railways!$!100!$!TW,,,,,Railways;Railways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008881,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Development Bank Project (04),1964-08-31T00:00:00Z,August,1967-06-30T00:00:00Z,5;000;000,0,5;000;000,5;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008881,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P009140,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Railway Project,1964-12-11T00:00:00Z,December,1973-03-31T00:00:00Z,70;000;000,70;000;000,0,70;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009140,,,Railways!$!100!$!TW,,,,,Railways;Railways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008882,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Development Bank Project (05),1965-04-01T00:00:00Z,April,1969-02-28T00:00:00Z,10;000;000,0,10;000;000,10;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008882,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P008621,EUROPE AND CENTRAL ASIA,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Empresa Termoelectrica Portuguesa Project,1965-04-29T00:00:00Z,April,1969-11-30T00:00:00Z,15;000;000,15;000;000,0,15;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008621,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037420,EUROPE AND CENTRAL ASIA,Italian Republic;Italian Republic,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Cassa Southern Italy Industry Project,1965-06-22T00:00:00Z,June,1968-12-31T00:00:00Z,100;000;000,100;000;000,0,100;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037420,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037375,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrialization Fund Project (02),1965-06-29T00:00:00Z,June,1969-12-31T00:00:00Z,14;000;000,14;000;000,0,14;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037375,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037485,EUROPE AND CENTRAL ASIA,Kingdom of Spain;Kingdom of Spain,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Port Project,1965-09-23T00:00:00Z,September,1972-03-31T00:00:00Z,40;000;000,40;000;000,0,40;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037485,,,Ports; waterways and shipping!$!100!$!TP,,,,,Ports; waterways and shipping;Ports; waterways and shipping,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037377,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Road Construction Project,1966-04-26T00:00:00Z,April,1969-03-31T00:00:00Z,20;000;000,20;000;000,0,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037377,,,(Historic)Highways!$!100!$!TH,,,,,(Historic)Highways;(Historic)Highways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008622,EUROPE AND CENTRAL ASIA,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Carrapatelo Hydroelectric Project,1966-06-14T00:00:00Z,June,1971-12-31T00:00:00Z,20;000;000,20;000;000,0,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008622,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P008623,EUROPE AND CENTRAL ASIA,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Carregado Thermal Power Project,1966-06-14T00:00:00Z,June,1969-12-31T00:00:00Z,10;000;000,10;000;000,0,10;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008623,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P008884,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Development Bank Project (06),1966-08-10T00:00:00Z,August,1970-09-30T00:00:00Z,25;000;000,10;000;000,15;000;000,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008884,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037390,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Burfell Hydroelectric Power Project,1966-09-13T00:00:00Z,September,1970-12-31T00:00:00Z,18;000;000,18;000;000,0,18;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037390,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P009141,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Highway Project,1967-02-24T00:00:00Z,February,1971-03-31T00:00:00Z,10;000;000,10;000;000,0,10;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009141,,,(Historic)Highways!$!100!$!TH,,,,,(Historic)Highways;(Historic)Highways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008338,EUROPE AND CENTRAL ASIA,Republic of Cyprus;Republic of Cyprus,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Power Project,1967-05-16T00:00:00Z,May,1970-12-31T00:00:00Z,2;800;000,2;800;000,0,2;800;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008338,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P009142,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Industrial Modernization Project (01),1967-07-18T00:00:00Z,July,1972-04-30T00:00:00Z,10;500;000,10;500;000,0,10;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009142,,,(Historic)Financial sector development!$!100!$!FS,,,,,(Historic)Financial sector development;(Historic)Financial sector development,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037486,EUROPE AND CENTRAL ASIA,Kingdom of Spain;Kingdom of Spain,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Railway Project (02),1967-08-03T00:00:00Z,August,1972-07-31T00:00:00Z,50;000;000,50;000;000,0,50;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037486,,,Railways!$!100!$!TW,,,,,Railways;Railways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008418,EUROPE AND CENTRAL ASIA,Hellenic Republic;Hellenic Republic,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,National Investment Bank for Industrial Development Project,1968-03-18T00:00:00Z,March,1972-06-30T00:00:00Z,12;500;000,12;500;000,0,12;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008418,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P009143,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Railway Belgrade Bar Project,1968-03-22T00:00:00Z,March,1975-12-31T00:00:00Z,50;000;000,50;000;000,0,50;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009143,,,Railways!$!100!$!TW,,,,,Railways;Railways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
